Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae	0.000340511	0.000880789	0.00392723	0.001870542	0.004976005	0.007128037	0.007613833	0.001838761	0.000617461	0	0.002333638	0.000712804	0.000245168	4.54E-06	0.001121417	0.005189392	0.000930731	0.000340511
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae	0	0	4.54E-06	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae	0	0	4.54E-06	0	0	0	4.54E-06	1.82E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlorobi;Other;Other;Other	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0	9.08E-06	0	0	0	0
k__Bacteria;p__Chlorobi;c__;o__;f__	0.000644701	0.000517577	0.001343885	0.002074849	0.000862629	0.000690103	0.004767158	0.00030419	0.000254248	9.08E-05	0.001026074	0.005974838	0.00060838	0.002088469	0.001312104	0.002960178	0.000998833	0.000967052
k__Bacteria;p__Chlorobi;c__BSV26;o__A89;f__	0.000231548	0.000213387	0.006506036	2.27E-05	5.90E-05	0.000340511	0.000767285	0.004976005	0.000145285	5.90E-05	4.54E-06	8.17E-05	6.36E-05	7.26E-05	4.09E-05	8.17E-05	0.002424441	0.000154365
k__Bacteria;p__Chlorobi;c__BSV26;o__BSN164;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-05	0	0	0
k__Bacteria;p__Chlorobi;c__BSV26;o__C20;f__	0.000426774	0.000326891	0.000249708	3.18E-05	0.000240628	4.09E-05	2.72E-05	0.000217927	0.000113504	9.53E-05	5.45E-05	8.63E-05	0.011618246	0.000108964	8.17E-05	0.000108964	3.63E-05	0.000204307
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329;f__	0.001371126	0.001330264	0.000640161	0.000154365	0.000508497	0.000181606	0.000213387	0.002065769	0.000581139	0.000331431	0.000122584	0.000276949	0.014038146	0.000204307	0.000394993	0.00030419	0.000276949	0.001166819
k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	0.000172526	0.000145285	0.000154365	2.72E-05	0.000172526	0	7.72E-05	1.82E-05	0.000118044	4.99E-05	4.09E-05	1.36E-05	0.001611754	0.000104423	6.36E-05	7.72E-05	6.81E-05	0.000113504
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;Other	7.26E-05	0.000172526	5.90E-05	1.82E-05	0.000131664	4.54E-05	3.18E-05	7.72E-05	8.17E-05	4.54E-05	2.72E-05	3.18E-05	9.53E-05	5.45E-05	4.09E-05	3.18E-05	9.08E-06	7.26E-05
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae	0.005343758	0.004245041	0.002379039	0.000476716	0.002329097	0.000444935	0.000780906	0.000712804	0.001870542	0.001316644	0.000576599	0.000808147	0.003445974	0.001248541	0.001312104	0.001407447	0.000463095	0.003264368
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__[Melioribacteraceae]	0	0	0	0	9.08E-06	0	0	0	0	0	4.54E-06	0	4.54E-06	0	0	4.54E-06	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7	8.17E-05	7.72E-05	1.36E-05	0	4.09E-05	0	2.27E-05	0	1.36E-05	2.27E-05	4.54E-06	3.18E-05	9.53E-05	4.09E-05	2.72E-05	4.54E-05	9.08E-06	9.08E-05
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__	0.000349592	9.53E-05	0.000177066	9.08E-05	9.99E-05	4.54E-06	0.000535738	9.08E-05	4.09E-05	1.36E-05	4.09E-05	4.54E-06	0.000435854	4.54E-05	4.54E-05	0.000217927	5.45E-05	0.000240628
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__	0.004095216	0.00271955	0.001938644	0.000372292	0.001875082	0.000254248	0.000522117	0.00121222	0.00119406	0.000976132	0.000358672	0.000626541	0.00301012	0.001062395	0.001375666	0.00121222	0.0005993	0.00301466
k__Bacteria;p__Chloroflexi;Other;Other;Other	0	4.54E-06	0	0	0	0	0	0.000113504	0	0	0	0	4.54E-06	0	0	0	1.36E-05	4.54E-06
k__Bacteria;p__Chloroflexi;c__;o__;f__	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	3.63E-05	9.08E-06	0	6.36E-05	9.08E-06	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other;Other	4.09E-05	4.09E-05	9.08E-06	0.000104423	5.90E-05	0	2.27E-05	4.54E-06	0	2.27E-05	4.54E-06	1.82E-05	9.99E-05	4.54E-05	3.18E-05	4.54E-05	4.54E-06	3.63E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__	3.63E-05	2.72E-05	3.18E-05	0	1.82E-05	0	9.08E-06	7.26E-05	3.18E-05	4.54E-06	1.36E-05	0	0.000794526	9.08E-06	3.18E-05	4.54E-06	0	4.54E-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;Other	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	4.54E-06	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__	2.27E-05	0	0	4.99E-05	0	0	0	4.54E-06	9.08E-06	0	0	0	0	0	9.08E-06	0	1.82E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47	1.36E-05	6.36E-05	8.17E-05	2.72E-05	4.09E-05	9.08E-06	2.27E-05	0.000404073	0	0	4.54E-06	1.36E-05	8.17E-05	4.99E-05	7.72E-05	0.007595672	0.000662862	0.000104423
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	0.010996245	0.010437807	0.005352838	0.00118952	0.004794399	0.000662862	0.001348425	0.001466469	0.004317683	0.002038528	0.001007913	0.001330264	0.007191599	0.002778572	0.003091843	0.002492543	0.001298483	0.007087175
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	4.54E-06	1.82E-05	9.08E-06	0	4.54E-06	9.08E-06	0	0	5.45E-05	0	4.54E-06	0	3.18E-05	0	2.27E-05	0	3.63E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__	0.000335971	0.00029511	0.000181606	1.82E-05	0.000186146	2.72E-05	5.45E-05	0.001829681	0.000181606	2.27E-05	4.54E-06	4.09E-05	0.000204307	4.09E-05	0.000131664	8.17E-05	0.000199767	0.000227008
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.000145285	0.00030419	3.63E-05	9.08E-06	0.000240628	0	9.08E-06	0.000281489	8.17E-05	4.99E-05	2.27E-05	2.72E-05	0.00088987	4.54E-05	8.63E-05	0.000181606	0.000154365	0.000204307
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__	1.82E-05	2.27E-05	9.08E-06	0	0	0	0	9.08E-06	0	4.54E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__	0.004426647	0.004644574	0.002369959	0.000481256	0.002211053	0.000263329	0.000622001	0.000853548	0.001643535	0.001066935	0.000444935	0.000644701	0.002823974	0.001443768	0.001452848	0.001184979	0.000581139	0.003296149
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	0.001584513	7.72E-05	4.09E-05	0.000104423	0.000145285	9.08E-06	6.81E-05	0.00150279	4.09E-05	6.36E-05	1.82E-05	3.63E-05	0.000217927	8.63E-05	4.09E-05	8.17E-05	0.000735504	0.000136205
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__	7.72E-05	5.90E-05	2.27E-05	0	7.26E-05	0	1.82E-05	0.000622001	2.72E-05	1.82E-05	0	0	0.000163445	3.63E-05	0	1.36E-05	3.63E-05	0.000108964
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34;f__	2.27E-05	1.82E-05	0	0	9.08E-06	0	9.08E-06	2.72E-05	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b	0.000953432	0.001262162	0.000503957	9.53E-05	0.000485796	0.000276949	0.000217927	0.012222086	0.00029511	0.00030873	0.000163445	0.000145285	0.007177978	0.00030419	0.00059022	0.000408614	0.003727464	0.000771826
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31	4.99E-05	4.54E-05	3.63E-05	0	4.54E-06	1.36E-05	4.54E-06	2.27E-05	0	1.36E-05	1.36E-05	4.54E-06	4.09E-05	4.54E-06	4.54E-06	4.54E-06	0	4.99E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SJA-101	0	0	2.72E-05	0	1.36E-05	9.08E-06	0	6.81E-05	4.54E-06	0	9.08E-06	4.54E-06	9.08E-05	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__oc28	0.004490209	0.004108836	0.000776366	0.000776366	0.000481256	0.001457388	0.000517577	0.000998833	3.18E-05	1.36E-05	0.001048775	4.09E-05	0.000276949	0.000172526	0.001557272	0.002833054	0.001234921	0.000376833
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20;f__	3.63E-05	0	1.36E-05	0	0	0	0	0.000145285	0	0	0	0	3.63E-05	0	4.54E-06	0	8.17E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__	0.000145285	0.000258789	9.08E-05	7.72E-05	0.000113504	2.27E-05	2.72E-05	2.72E-05	7.26E-05	2.72E-05	4.09E-05	2.72E-05	0.000249708	7.72E-05	7.72E-05	3.18E-05	4.09E-05	0.000163445
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__	0.000236088	7.26E-05	6.81E-05	8.63E-05	1.36E-05	9.08E-06	2.72E-05	0.000581139	5.90E-05	4.54E-05	1.36E-05	2.72E-05	0.000158905	7.26E-05	3.63E-05	3.18E-05	7.72E-05	0.000213387
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__	0.000771826	0.000853548	0.000426774	7.72E-05	0.000435854	4.99E-05	9.99E-05	0.000812687	0.000358672	0.000108964	5.45E-05	9.08E-05	0.002006747	0.000227008	0.000408614	0.000236088	0.00028603	0.000540278
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__	0	5.90E-05	2.27E-05	0	0	0	0	0.000108964	0	1.36E-05	9.08E-06	0	4.54E-06	0	0	2.27E-05	4.09E-05	4.54E-06
k__Bacteria;p__Chloroflexi;c__C0119;o__;f__	0.00029965	0.000149825	9.99E-05	0.000108964	6.36E-05	3.63E-05	0.000177066	0.000703723	4.09E-05	3.18E-05	0.00059476	4.54E-06	5.90E-05	6.36E-05	0.000149825	0.000136205	0.00088987	5.45E-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__	0	4.54E-06	0	0	0	0	0	4.99E-05	1.82E-05	0	0	0	0.000517577	0	0	0	0.000104423	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__01D2Z48	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0	1.36E-05	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__FFCH7168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172526	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Oscillochloridaceae	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	3.63E-05	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales;f__	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	1.36E-05	0	1.82E-05	4.54E-06	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__	4.54E-05	7.26E-05	0	0	9.08E-06	4.54E-06	0	0.001307563	9.08E-06	1.36E-05	0	0	4.99E-05	9.08E-06	0	0	0.000195226	4.54E-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae]	4.54E-05	0.000136205	4.54E-05	1.82E-05	9.08E-06	0	1.36E-05	0.003591259	4.54E-05	3.63E-05	9.08E-06	1.82E-05	0.000186146	2.27E-05	2.72E-05	0.000440395	0.002124791	2.72E-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Roseiflexaceae]	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0.000789986	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__;f__	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	4.54E-06	0	0	0	0	1.36E-05
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__	2.27E-05	9.99E-05	7.26E-05	0	7.72E-05	1.36E-05	9.08E-06	5.45E-05	4.54E-05	3.18E-05	4.54E-06	4.54E-05	9.99E-05	4.09E-05	4.09E-05	8.17E-05	4.54E-06	0.000113504
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae	8.17E-05	0.000199767	6.81E-05	2.27E-05	9.08E-06	2.27E-05	0	0	4.54E-05	0	2.72E-05	9.08E-06	5.90E-05	6.36E-05	1.36E-05	4.09E-05	0	0.000145285
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__	0.001430148	0.000971592	0.000476716	0.000217927	0.000635621	0.000149825	0.000195226	0.009992872	0.006206386	0.00029057	0.000131664	0.000127124	0.001393826	0.000340511	0.000454015	0.000208847	0.005053188	0.000771826
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	0.000454015	0.000227008	9.99E-05	9.08E-06	0.000104423	4.54E-06	2.27E-05	0.000957972	8.17E-05	9.53E-05	1.36E-05	2.72E-05	0.000726424	0.000122584	2.72E-05	3.18E-05	0.000245168	0.000131664
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other;Other	1.36E-05	0	0	0.000957972	8.63E-05	0.002592426	0.001225841	4.54E-06	9.08E-06	9.08E-06	0.002928397	0.002774032	0	0.00121676	0.00572059	0.006478795	0	1.82E-05
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__	0.002002207	0.001734338	0.000835388	0.002737711	0.00180244	0.021256986	0.000712804	1.36E-05	4.54E-06	0.000113504	0.004108836	0.008612666	0	0.000935271	0.023159309	0.001057855	3.18E-05	4.09E-05
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B10-SB3A;f__	9.08E-06	0	0	9.08E-06	0	2.27E-05	0	0	0.000758205	0	0	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__	1.36E-05	0	9.08E-06	9.08E-06	0	4.54E-06	1.36E-05	0	1.36E-05	1.82E-05	1.82E-05	0	0	2.72E-05	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Elev-1554;f__	4.54E-06	2.27E-05	0	4.54E-06	0	2.27E-05	0	0	0.000158905	0	3.63E-05	0	0	4.54E-06	0	4.54E-06	0	1.36E-05
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__	0.006183685	0.001425607	8.17E-05	0.001316644	0.000217927	0.003423274	0.000345051	0.001080556	0.000158905	3.63E-05	0.000140745	0.002079389	0	0.000876249	0.001870542	4.09E-05	0.001121417	0.000127124
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae	0.017479581	0.005384619	0.011845253	0.02168376	0.00632897	0.02317747	0.013057474	0.001929564	0.000131664	0.005366458	0.023268273	0.1053542	1.36E-05	0.082694307	0.029243111	0.052747472	0.007545731	0.005466342
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10;f__	0.000217927	0.000190686	0.000154365	0.000213387	0.000122584	0.000213387	0.000245168	9.08E-06	8.63E-05	2.72E-05	8.63E-05	0.000204307	0	0.000540278	0.00029057	0.00060838	1.36E-05	9.08E-06
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__	0	0	0	0	0	0	0	0	0	0	0	0.000258789	2.72E-05	0	7.72E-05	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae	0.025615531	0.017352456	0.005561685	0.066953604	0.037442624	0.022523688	0.037833077	0.004699056	0.04967379	0.081940642	0.063453148	0.047131306	0.000195226	0.156181188	0.137825359	0.027563256	0.003981712	0.012716962
k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__	9.99E-05	8.17E-05	4.54E-06	1.82E-05	0	0	9.08E-06	0.000340511	3.18E-05	0	0	0	2.72E-05	0	9.08E-06	0	0.00029057	2.72E-05
k__Bacteria;p__Chloroflexi;c__S085;o__;f__	0.000385913	0.000231548	0.000127124	4.54E-05	0.000195226	2.27E-05	5.45E-05	0.001838761	9.99E-05	8.63E-05	2.27E-05	3.63E-05	0.0036185	0.000131664	5.90E-05	0.000622001	0.000653782	0.000276949
k__Bacteria;p__Chloroflexi;c__SAR202;o__;f__	0	0	3.18E-05	6.81E-05	1.36E-05	0	4.54E-05	1.36E-05	4.54E-06	9.08E-06	4.54E-06	0	0.000186146	1.82E-05	0	1.82E-05	1.36E-05	0
k__Bacteria;p__Chloroflexi;c__SHA-26;o__;f__	9.08E-06	4.54E-06	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	1.36E-05	2.72E-05	4.54E-06	0
k__Bacteria;p__Chloroflexi;c__TK10;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	3.18E-05	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__TK10;o__;f__	5.90E-05	7.72E-05	4.54E-05	0	4.54E-06	0	4.54E-06	0.001520951	1.36E-05	9.08E-06	9.08E-06	0	0.000227008	3.18E-05	1.36E-05	0.000131664	0.000204307	1.82E-05
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12	4.54E-06	9.08E-06	5.45E-05	4.54E-06	9.08E-06	3.63E-05	1.36E-05	3.18E-05	0	0	0	0	2.27E-05	0	9.08E-06	4.54E-06	0	1.82E-05
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23	9.08E-05	0.000118044	4.99E-05	1.82E-05	2.72E-05	1.82E-05	2.72E-05	0.00150733	9.08E-05	9.08E-06	4.54E-06	4.54E-06	0.000222467	4.99E-05	4.99E-05	0.00059022	0.000667402	6.36E-05
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;Other	0	0	0	4.54E-06	0	3.63E-05	0	1.82E-05	0	0	4.54E-06	0	0	8.63E-05	2.72E-05	2.27E-05	0	9.08E-06
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__	0.000118044	9.53E-05	9.53E-05	0.000740045	4.99E-05	0.001094176	0.000276949	0.000640161	9.08E-06	9.99E-05	0.001184979	0.000154365	0.000113504	0.000703723	0.000263329	0.000626541	0.000576599	5.90E-05
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570	0.001879622	0.000204307	0.000195226	0.000994293	0.000199767	0.000149825	0.000358672	0.000231548	9.08E-06	1.82E-05	0.001366585	0	4.54E-06	8.17E-05	5.45E-05	0.000345051	0.000240628	0.000122584
k__Bacteria;p__Chloroflexi;c__TK17;o__;f__	5.45E-05	0.000163445	4.99E-05	0.000140745	7.26E-05	2.27E-05	0.000177066	0.000231548	4.09E-05	3.63E-05	0.000158905	1.36E-05	0.000108964	0.000113504	6.36E-05	0.000167986	9.53E-05	8.17E-05
k__Bacteria;p__Chloroflexi;c__TK17;o__TK18;f__	1.82E-05	0	4.54E-06	0	4.54E-06	0	0	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__	0.000276949	0.000326891	0.000122584	1.82E-05	0.000167986	4.09E-05	5.90E-05	0.000317811	0.000118044	2.72E-05	3.18E-05	5.45E-05	0.000553898	0.000177066	0.000199767	0.000186146	0.000140745	0.00031327
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__	0	0	0	9.08E-06	2.72E-05	0	9.08E-06	4.09E-05	0	9.08E-06	0	9.08E-06	0.000122584	4.09E-05	0	0	2.27E-05	1.36E-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Ellin6537;f__	0.000127124	3.18E-05	0	6.81E-05	0	2.27E-05	9.08E-05	1.36E-05	4.99E-05	0	5.90E-05	4.54E-06	0	1.82E-05	4.09E-05	6.81E-05	3.18E-05	9.08E-06
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	1.82E-05	3.18E-05	2.72E-05	0	1.36E-05	1.36E-05	0	0.000267869	1.36E-05	0	9.08E-06	0	6.81E-05	1.36E-05	9.08E-06	1.36E-05	9.08E-05	4.54E-06
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__	0	0	0	0	0	2.27E-05	0	0	0.000186146	4.54E-06	0	9.08E-06	0	0.000113504	9.08E-05	1.36E-05	0	0
k__Bacteria;p__Cyanobacteria;c__;o__;f__	0	0	0	0	0	0	0	0	0	1.82E-05	1.82E-05	0	0	4.54E-06	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__	0.000331431	0.00179336	0.003114543	0.000849008	0.000458555	0.001162279	0.001561812	0.000263329	0.00029057	8.17E-05	0.002061228	0.004867042	0.006156445	0.001425607	0.001997666	0.000812687	0.000245168	0.001843301
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__	0.000140745	0.000208847	0.000154365	0.000104423	8.63E-05	0.000835388	0.000254248	0.000213387	3.18E-05	0	0.000108964	0.000104423	0.001180439	0.000553898	0.000227008	0.000186146	0.000190686	6.81E-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM2F09;f__	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	2.27E-05	3.63E-05	9.08E-06	0	3.63E-05	0	4.54E-06	0	9.08E-06	0	4.54E-06	0	2.72E-05	5.45E-05	0	4.54E-06	2.27E-05	9.08E-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other;Other	0	0	0	0	0	1.82E-05	0	0	0	2.27E-05	2.27E-05	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__CAB-I;f__	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;Other	0	0	0	0	0	8.63E-05	0	0	0	3.18E-05	3.18E-05	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__	0.000335971	0.000349592	0	2.27E-05	0	0.01295759	5.90E-05	0.00030873	0.000735504	0.002029447	0.001970425	0.000740045	4.54E-05	0.000122584	0.00030873	1.36E-05	0.000254248	3.63E-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae	0.000372292	0.00059476	1.36E-05	9.08E-06	1.82E-05	0.008671688	8.63E-05	3.18E-05	7.72E-05	0.003881829	0.004485669	0.000699183	0	0.00089441	0.000240628	4.09E-05	9.08E-06	3.18E-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Euglenozoa;f__	0	2.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.000149825	7.72E-05	5.90E-05	0	0.000108964	0.000562979	9.99E-05	0.000340511	0.008036067	9.08E-06	0.000281489	1.82E-05	9.99E-05	0.000145285	0.000667402	5.45E-05	0.000635621	3.63E-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.00269685	0.012603459	0.002147491	0.001688936	0.001534571	0.034818417	0.00240628	0.002932937	0.000140745	0.031081873	0.040125853	0.002624207	0.002465302	0.000939811	0.001779739	0.010519529	0.008303936	0.000367752
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__	0.000145285	6.81E-05	0.000390453	0.00030419	0.000231548	4.54E-06	8.17E-05	0.000113504	8.63E-05	0	2.27E-05	1.36E-05	0.000154365	0.00029057	7.72E-05	4.54E-06	0.000149825	2.72E-05
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0.007032694	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	4.54E-06	9.53E-05	1.82E-05	0	1.82E-05	0.012203925	9.08E-06	0.000231548	2.72E-05	0	0.000671942	0.042482191	0	3.18E-05	0.007781819	0	1.82E-05	2.27E-05
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Scytonemataceae	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	4.54E-06	0	0	0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Stigonematales;f__Rivulariaceae	0	0	0	0	0	1.82E-05	0	0	0	0	0	0.000108964	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	0	5.45E-05	0	0	9.08E-06	0.00120768	0	9.08E-06	2.27E-05	1.82E-05	8.17E-05	0.01023804	0.000726424	2.27E-05	0.001225841	0	0	0
k__Bacteria;p__Elusimicrobia;c__;o__;f__	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__4-29;o__;f__	0	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-05
