Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__GN04;c__GN15;o__	2.72E-05	0.000154365	4.09E-05	2.72E-05	7.72E-05	9.08E-06	2.27E-05	4.54E-06	0.000104423	4.99E-05	0	1.36E-05	0.000131664	2.72E-05	8.17E-05	4.09E-05	1.82E-05	0.000154365
k__Bacteria;p__GN04;c__MSB-5A5;o__	0	0	0	0	0	0	0	1.36E-05	0	9.08E-06	0	0	3.18E-05	0	0	0	0	4.54E-06
k__Bacteria;p__GOUTA4;c__;o__	5.45E-05	2.27E-05	1.36E-05	4.54E-06	2.72E-05	0	1.82E-05	1.82E-05	4.54E-06	1.82E-05	4.54E-06	0	4.54E-05	9.08E-06	0	0	4.54E-06	0
k__Bacteria;p__Gemmatimonadetes;c__;o__	0	0	0	0	0	0	0	4.54E-06	1.82E-05	9.08E-06	0	0	0	1.36E-05	0	1.36E-05	0	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.007345964	0.005053188	0.003100923	0.003718384	0.002288236	0.000349592	0.001575432	0.009661441	0.001902323	0.001057855	0.00060384	0.000717344	0.008984958	0.009479835	0.002637828	0.004254121	0.00962966	0.004649114
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__	0.000108964	2.27E-05	6.81E-05	4.54E-06	5.45E-05	0	4.54E-06	0.000349592	4.54E-06	7.72E-05	0	2.27E-05	0.000422234	2.27E-05	6.36E-05	4.09E-05	9.53E-05	7.72E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__	1.82E-05	0	9.08E-06	0	0	0	4.54E-06	0	0	9.08E-06	0	0	0	0	4.54E-06	0	4.54E-06	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__	0.000199767	0.000172526	4.09E-05	1.82E-05	0	0	9.08E-06	0.000145285	9.08E-06	2.72E-05	1.36E-05	1.36E-05	0.000758205	1.82E-05	2.72E-05	4.54E-05	4.54E-05	0.000113504
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other	4.54E-05	9.08E-06	0.000217927	2.72E-05	0	1.82E-05	4.99E-05	3.18E-05	4.54E-06	1.36E-05	1.82E-05	0	1.82E-05	1.36E-05	1.36E-05	0	4.54E-06	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__	0.001171359	0.001030614	0.001679856	0.000957972	0.001979506	0.001007913	0.002129331	0.000717344	0.000258789	0.000272409	0.001761579	0.000272409	0.003840968	0.000463095	0.000522117	0.001148658	0.00121222	0.001125957
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114	0	0	0	0	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	0	0	9.08E-06	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290	0.000930731	0.000730964	0.001902323	0.001289403	0.00030873	0.001389286	0.001171359	0.00179336	0.000186146	0.000231548	0.00149371	0.000172526	0.00029965	0.000921651	0.001085096	0.001175899	0.002188353	0.000885329
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	0.000172526	0.000376833	0.000249708	3.18E-05	0.000195226	9.08E-06	4.09E-05	0.000544818	0.000108964	7.26E-05	2.72E-05	7.26E-05	5.45E-05	4.99E-05	5.45E-05	9.53E-05	0.0005993	0.000199767
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87	0.000181606	0.000208847	0.000885329	0.000926191	0.000626541	0.001112337	0.001348425	0.000526657	3.18E-05	3.63E-05	3.63E-05	0	9.08E-05	2.72E-05	4.09E-05	4.54E-05	0.000494876	0.00089441
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL	0.001175899	0.000985213	0.000558439	0.000149825	0.000481256	5.90E-05	0.000204307	0.003781946	0.000494876	0.000213387	0.000136205	0.000167986	0.000708264	0.000349592	0.000426774	0.000267869	0.004190559	0.000862629
k__Bacteria;p__LCP-89;c__;o__	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__LD1;c__;o__	0	0	4.54E-06	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	1.36E-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales	0	0	0	0	0	0	4.54E-06	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__MVS-104;c__;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__NC10;c__12-24;Other	0	9.08E-06	4.54E-06	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	3.63E-05	0	9.08E-06	0	0
k__Bacteria;p__NC10;c__12-24;o__JH-WHS47	0.000118044	0.000136205	0.000140745	2.27E-05	0.000104423	2.27E-05	1.82E-05	2.72E-05	6.36E-05	1.36E-05	4.54E-06	1.82E-05	8.63E-05	4.54E-05	8.17E-05	2.72E-05	1.36E-05	0.000131664
k__Bacteria;p__NC10;c__wb1-A12;o__	1.82E-05	0	2.72E-05	0	0	0	9.08E-06	0	1.36E-05	0	0	0	4.54E-06	0	4.54E-06	0	4.54E-06	1.82E-05
k__Bacteria;p__NKB19;c__;o__	2.27E-05	2.27E-05	1.82E-05	0	1.82E-05	0	0	4.54E-05	4.54E-05	2.27E-05	4.54E-06	1.36E-05	8.63E-05	0	1.36E-05	2.27E-05	4.54E-06	2.27E-05
k__Bacteria;p__NKB19;c__TSBW08;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	9.08E-06
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	0.015690761	0.015999492	0.008063308	0.001970425	0.011000785	0.001788819	0.005470882	0.032457538	0.009697762	0.003682062	0.001298483	0.003791026	0.036816083	0.016271901	0.00902128	0.011922436	0.016426266	0.01024258
k__Bacteria;p__OD1;c__;o__	6.36E-05	9.53E-05	0.000367752	0.000626541	0.000149825	0.000204307	0.000281489	0.000254248	9.08E-06	0	3.63E-05	4.54E-06	0.000118044	4.54E-05	4.99E-05	8.17E-05	0.000122584	0.000145285
k__Bacteria;p__OD1;c__ABY1;o__	5.90E-05	3.18E-05	0.000158905	3.18E-05	9.08E-05	9.08E-06	0.000199767	0.000372292	0	4.54E-06	0	1.36E-05	0.000240628	5.45E-05	2.27E-05	1.36E-05	8.17E-05	4.54E-05
k__Bacteria;p__OD1;c__Mb-NB09;o__	5.45E-05	4.99E-05	0	0.000122584	1.82E-05	0	0	0.00118952	1.36E-05	9.08E-06	4.54E-06	9.08E-06	0.000154365	0	5.90E-05	0.00030419	5.90E-05	0.000104423
k__Bacteria;p__OD1;c__ZB2;o__	0.000444935	0.000108964	0.000422234	0.001080556	0.000426774	0.000136205	0.001825141	0.000549358	4.54E-05	4.99E-05	0.000717344	7.26E-05	0.00029965	0.000272409	0.000254248	0.001675316	0.00030419	0.000240628
k__Bacteria;p__OP11;c__;o__	5.90E-05	9.08E-06	1.82E-05	4.54E-06	9.08E-06	4.54E-06	9.08E-06	2.27E-05	4.54E-06	0	0	4.54E-06	9.99E-05	1.36E-05	9.08E-06	4.09E-05	1.36E-05	0
k__Bacteria;p__OP11;c__OP11-3;o__	9.08E-06	0.000104423	0	4.54E-06	4.54E-06	9.08E-06	1.36E-05	1.36E-05	9.08E-06	2.72E-05	4.54E-06	9.08E-06	1.82E-05	1.36E-05	1.82E-05	9.08E-06	0	9.08E-06
k__Bacteria;p__OP11;c__OP11-4;o__	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__K2-4-19	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	1.82E-05	1.36E-05	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__d153	2.27E-05	2.72E-05	0	0	0	0	0	2.72E-05	3.18E-05	0	0	0	4.54E-06	0	4.54E-06	0	0	0
k__Bacteria;p__OP3;c__;o__	0	0	0	0	0	0	0	0	0	0	0	3.63E-05	0	0	0	0	0	0
k__Bacteria;p__OP3;c__BD4-9;o__	4.99E-05	9.08E-06	0	4.54E-06	4.09E-05	0	0	0	1.36E-05	4.54E-06	0	0	1.36E-05	0	9.08E-06	0	0	0
k__Bacteria;p__OP3;c__PBS-25;o__	0.000131664	0.000136205	5.90E-05	0.000826307	2.27E-05	2.72E-05	0.000236088	0.000136205	3.63E-05	3.18E-05	0	4.54E-06	0.000213387	0	4.99E-05	6.81E-05	8.63E-05	1.82E-05
k__Bacteria;p__OP3;c__koll11;o__	0.000236088	0.000467636	9.53E-05	0.000199767	0.000204307	0	0.000236088	0.000835388	0.000204307	5.45E-05	3.18E-05	2.27E-05	9.08E-05	4.54E-05	0.000140745	0.000122584	0.000258789	0.000158905
k__Bacteria;p__OP3;c__koll11;o__GIF10	2.27E-05	4.09E-05	7.26E-05	6.81E-05	0.000222467	0	0.000249708	5.90E-05	0	0	6.36E-05	9.08E-06	1.36E-05	9.08E-06	4.54E-06	0	9.08E-06	0.000145285
k__Bacteria;p__OctSpA1-106;c__;o__	0	0	0	0	0	0	0	0	0	0	0	0	0.000254248	0	1.36E-05	0	0	0
k__Bacteria;p__PAUC34f;c__;o__	4.54E-06	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Planctomycetes;Other;Other	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__;o__	0.000281489	0.000240628	9.99E-05	1.82E-05	6.36E-05	4.99E-05	1.82E-05	0.001148658	8.63E-05	4.54E-05	1.82E-05	3.63E-05	0.000177066	0.000113504	4.54E-05	3.63E-05	0.000231548	0.000104423
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__	3.18E-05	9.08E-06	0	0	3.18E-05	9.08E-06	1.36E-05	0.000122584	0	0	0	1.82E-05	2.27E-05	9.08E-06	0	4.54E-06	0.000190686	2.27E-05
k__Bacteria;p__Planctomycetes;c__BD7-11;o__	0.001098716	0.000413154	0.000640161	0.000935271	0.000186146	0.000649242	0.002388119	0.000885329	6.81E-05	1.36E-05	0.000876249	0.000517577	0.000948892	0.000258789	0.000281489	0.000871709	0.000444935	0.000222467
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107	0.000136205	5.90E-05	2.72E-05	4.54E-06	0.000113504	1.36E-05	4.54E-06	0.000535738	2.27E-05	5.90E-05	4.54E-06	4.54E-06	8.17E-05	4.09E-05	1.82E-05	5.45E-05	0.000213387	8.63E-05
k__Bacteria;p__Planctomycetes;c__C6;o__d113	9.08E-05	7.26E-05	1.36E-05	0	5.45E-05	1.36E-05	1.82E-05	0.000131664	0	9.08E-06	1.82E-05	1.82E-05	3.63E-05	4.99E-05	4.09E-05	3.18E-05	0.000118044	0.000104423
k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82	0.000227008	0.000363212	0.000240628	4.54E-05	0.000167986	9.08E-06	6.36E-05	8.17E-05	0.000127124	9.08E-05	1.82E-05	4.54E-05	0.000249708	9.99E-05	0.000108964	0.000118044	4.54E-05	0.000217927
k__Bacteria;p__Planctomycetes;c__OM190;o__	0	0	4.54E-06	4.54E-06	0	0	0	0.000426774	0	1.82E-05	0	4.54E-06	2.27E-05	0	0	0	0.000104423	1.82E-05
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15	0.000440395	0.000340511	0.000317811	3.63E-05	0.00031327	1.36E-05	4.54E-05	0.001725257	0.000122584	8.63E-05	5.45E-05	1.82E-05	0.000322351	0.000136205	0.000136205	9.08E-05	0.000549358	0.000227008
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	0.000544818	0.000431314	0.000249708	3.63E-05	0.000281489	4.99E-05	6.36E-05	0.002987419	0.000199767	4.99E-05	3.63E-05	7.72E-05	0.000399533	0.000217927	0.000190686	0.000149825	0.001875082	0.000363212
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564	0.000653782	0.000635621	0.000372292	7.72E-05	0.000435854	8.63E-05	0.000104423	0.000118044	0.000426774	0.000163445	6.36E-05	9.53E-05	0.000767285	0.000254248	0.000181606	0.00028603	5.45E-05	0.00029965
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__C86	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a	2.27E-05	0.000113504	5.90E-05	0	3.63E-05	4.54E-06	3.63E-05	0.000849008	4.54E-05	5.45E-05	9.08E-06	3.63E-05	0.000199767	1.82E-05	2.72E-05	2.27E-05	9.53E-05	4.54E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3	0.000167986	0.000145285	0.000199767	0.000345051	0.000127124	6.36E-05	0.000118044	0.000199767	5.90E-05	2.72E-05	0.000263329	4.54E-05	5.45E-05	0.000240628	9.08E-05	0.000131664	0.000227008	0.000490336
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MBMPE71	0	0	0	9.08E-06	0	0	0	0	4.54E-06	0	0	1.36E-05	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9	0.000817227	0.000708264	0.000267869	9.53E-05	0.000463095	7.26E-05	0.000104423	0.000167986	0.00029057	0.000195226	8.63E-05	0.000204307	0.000658322	0.00029057	0.000167986	0.000267869	9.53E-05	0.000576599
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales	0.000835388	0.000876249	0.000635621	0.000167986	0.000449475	8.63E-05	0.000376833	0.002533404	0.000245168	8.17E-05	0.000113504	7.26E-05	0.002932937	0.000240628	0.000236088	0.000127124	0.001707097	0.000744585
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1	0.000249708	0.000254248	0.000167986	2.72E-05	0.000190686	4.54E-06	4.99E-05	0.000535738	4.54E-05	8.63E-05	4.09E-05	1.82E-05	0.000131664	5.45E-05	9.08E-05	9.99E-05	0.000381373	0.000149825
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70	3.18E-05	4.99E-05	1.36E-05	0	3.63E-05	0	4.54E-06	0.000744585	3.18E-05	0	0	1.82E-05	0	9.08E-06	2.27E-05	2.27E-05	0.00028603	3.18E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHA-43	0	9.08E-06	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	1.36E-05	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHUX583	0	0	1.82E-05	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	5.45E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101	0.00513037	0.005243874	0.008467381	0.00330069	0.006964591	0.00271047	0.004658195	0.006651321	0.001321184	0.001330264	0.006260868	0.00061292	0.004567392	0.00272409	0.001861462	0.003949931	0.012222086	0.008412899
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8	0.000249708	7.72E-05	7.26E-05	2.72E-05	5.45E-05	9.08E-06	1.36E-05	0.000127124	5.45E-05	4.54E-05	9.08E-06	1.82E-05	0.000558439	5.45E-05	7.26E-05	2.72E-05	0.000381373	0.000163445
k__Bacteria;p__Planctomycetes;c__Pla3;o__	0.000149825	0.000104423	5.90E-05	2.72E-05	0.000108964	1.82E-05	4.09E-05	0.00121222	5.45E-05	3.18E-05	9.08E-06	2.72E-05	0.000140745	4.54E-05	5.90E-05	5.45E-05	0.000122584	0.00031327
k__Bacteria;p__Planctomycetes;c__Pla4;o__	0.000631081	0.000322351	0.001711637	0.000830848	0.000440395	0.000181606	0.000862629	0.001961345	5.90E-05	7.26E-05	0.000454015	0.000181606	0.001071476	5.90E-05	0.000154365	0.000263329	0.000322351	0.000385913
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	4.54E-05	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales	0.010415106	0.013770277	0.020435219	0.014056307	0.009729543	0.026832291	0.009175645	0.0174705	0.008458301	0.003414193	0.011781691	0.004022574	0.008630827	0.01022896	0.006220007	0.0126534	0.025220538	0.016585171
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales	0.001112337	0.001076016	0.001520951	0.001035154	0.00181606	0.00181152	0.000749125	0.007554811	0.000408614	0.000181606	0.001175899	0.000163445	0.000953432	0.000463095	0.000762745	0.00211571	0.007736417	0.001566352
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales	0.001566352	0.001543651	0.002079389	0.003704763	0.004258661	0.003205346	0.005802313	0.003196266	2.27E-05	6.36E-05	0.001570892	6.36E-05	0.000694643	9.08E-05	0.000335971	0.000335971	0.003405113	0.002315477
k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales	0	1.36E-05	0	0	0	0	4.54E-06	4.54E-06	4.54E-06	0	0	4.54E-06	0	1.82E-05	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61	0.000222467	0.00030873	0.000190686	9.08E-05	0.000136205	0.000181606	0.000222467	8.17E-05	4.54E-05	9.08E-06	0.000231548	6.36E-05	0.000177066	7.26E-05	0.000113504	5.45E-05	0.000136205	0.000227008
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PHOS-HE93	1.82E-05	0	6.36E-05	0	9.08E-06	0	0	0	9.08E-06	0	0	4.54E-06	3.63E-05	1.36E-05	1.82E-05	7.72E-05	0	4.54E-06
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PeHg47	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01	6.36E-05	2.27E-05	0.000712804	0.000358672	0.000154365	0.000104423	0.000481256	0.000390453	9.08E-06	0	0.000390453	4.09E-05	2.72E-05	2.27E-05	4.54E-05	0.000158905	0.000208847	7.26E-05
k__Bacteria;p__Proteobacteria;Other;Other	4.99E-05	8.17E-05	5.90E-05	2.72E-05	9.99E-05	1.82E-05	1.36E-05	3.63E-05	4.99E-05	9.08E-06	1.36E-05	0	0.000122584	5.90E-05	3.18E-05	5.90E-05	4.99E-05	7.26E-05
k__Bacteria;p__Proteobacteria;c__;o__	0.000131664	0.002683229	3.18E-05	0	0.000957972	0	0	0.00392269	1.36E-05	0	4.54E-06	0	0.002973799	9.08E-06	3.63E-05	0.01685758	0.00091711	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	0.000780906	0.000567519	0.000562979	0.000808147	0.000349592	0.000830848	0.003200806	0.001234921	2.27E-05	3.18E-05	0.000454015	0.000535738	8.17E-05	6.36E-05	8.17E-05	0.00030419	0.000467636	0.000199767
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.002138411	0.002029447	0.007277862	0.006052021	0.007436767	0.005538984	0.014006365	0.001861462	0.000513037	0.000122584	0.011985998	0.001452848	0.000522117	0.000953432	0.001125957	0.002583346	0.001130498	0.003423274
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	0.000149825	0.000213387	0.000227008	0.00031327	0.000208847	0.000154365	0.000508497	0.000499417	5.90E-05	2.72E-05	0.000245168	7.26E-05	0.000522117	0.000177066	0.000163445	0.000190686	0.000136205	0.000281489
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.005366458	0.004735377	0.002973799	0.003268909	0.002578806	0.004299523	0.005616167	0.000562979	0.00030419	0.001738878	0.005484502	0.000562979	0.000685563	0.00090803	0.000717344	0.001312104	0.001548191	0.004140618
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	0.004154238	0.005538984	0.014628366	0.012149444	0.009915689	0.015563637	0.019173057	0.006519657	0.000535738	0.000490336	0.015132323	0.001679856	0.001135038	0.001884163	0.001993126	0.00330523	0.010601252	0.009675061
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.022995864	0.026232991	0.036325747	0.043780674	0.041501519	0.073255334	0.029234031	0.04997344	0.017783771	0.005743291	0.055022088	0.046441203	0.023154769	0.035985235	0.097340834	0.03282529	0.057387506	0.033356488
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.001003373	0.000821767	0.000631081	0.000127124	0.000326891	0.001016994	0.000136205	0.002905697	0.000413154	0.000245168	0.000104423	0.000172526	0.001934104	0.000217927	0.000217927	0.000281489	0.001053315	0.000703723
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.037465325	0.033951248	0.025506567	0.033451831	0.024657559	0.038904552	0.027572336	0.023967456	0.010741997	0.013874701	0.038418756	0.019227539	0.007495789	0.012403692	0.013965504	0.013779358	0.014383198	0.031249858
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.000517577	0.00090349	0.002161112	0.001080556	0.001961345	0.004612793	0.001902323	0.001262162	0.002383579	0.00420872	0.003781946	0.000649242	0.003582179	0.000426774	0.000408614	0.000227008	0.000849008	0.000685563
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.008558184	0.00480802	0.003096383	0.002351798	0.004372165	0.001702557	0.001974966	0.004258661	0.005920357	0.001929564	0.003963552	0.000985213	0.005393699	0.003999873	0.002742251	0.001775199	0.005293816	0.004753538
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.000531198	0.000490336	0.000281489	0.000358672	0.000340511	0.000158905	0.000217927	0.000658322	0.007695556	0.000158905	7.26E-05	0.000113504	0.000871709	0.000767285	0.000122584	0.000444935	0.000576599	0.000485796
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.003055522	0.002501623	0.002152031	0.000826307	0.002124791	0.000871709	0.00118952	0.01263524	0.00090803	0.000694643	0.000354132	0.000326891	0.009888448	0.000726424	0.001071476	0.004671815	0.009493455	0.002070309
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b	0.000131664	0.000190686	0.000776366	0.00030419	8.17E-05	2.72E-05	0.000118044	0.002274616	6.81E-05	2.27E-05	0.000108964	4.09E-05	0.000208847	0.000140745	5.45E-05	0.000272409	0.002433521	0.000195226
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.013888321	0.012694262	0.009284608	0.021152563	0.010256201	0.007541191	0.01144572	0.010514989	0.012535356	0.003795566	0.009484375	0.001616294	0.008004286	0.002206513	0.004031654	0.003822807	0.017493201	0.019604371
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	0.00272409	0.000989753	0.002215594	0.000381373	0.00060838	0.000177066	0.000740045	0.00570697	0.000458555	0.000249708	0.000858089	0.000222467	0.000921651	0.000503957	0.000381373	0.000331431	0.004344924	0.000871709
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales	0.000567519	0.000440395	0.000136205	7.26E-05	0.000213387	3.18E-05	5.45E-05	8.17E-05	0.000140745	9.08E-05	5.45E-05	6.36E-05	0.000381373	0.000186146	0.000167986	8.17E-05	4.99E-05	0.000167986
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	0	0	0	0	0	4.54E-06	0	0	0	0	2.27E-05	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44	0.009057601	0.00028603	0.000177066	0.000812687	0.000136205	9.08E-06	0.002224674	0.023327295	1.82E-05	9.08E-06	0.004149698	1.82E-05	6.81E-05	0	0.00028603	1.82E-05	0.005602546	3.63E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	0.003150865	0.001779739	0.00330523	0.000726424	0.000849008	0.000839928	0.000653782	0.023009484	0.000544818	0.00031327	0.000472176	0.000195226	0.007627453	0.000449475	0.000681023	0.001747958	0.007187059	0.001085096
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MWH-UniP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	0.001303023	0.001103257	0.000449475	0.000358672	0.00059022	0.000240628	0.000735504	0.00090349	0.000385913	0.000181606	0.000149825	0.000104423	0.001080556	0.000345051	0.000454015	0.000267869	0.000399533	0.000948892
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	9.99E-05	0.000181606	0.000172526	0.000190686	7.26E-05	7.26E-05	0.00029965	2.72E-05	0.000131664	6.81E-05	0.000104423	7.26E-05	6.36E-05	4.09E-05	9.53E-05	4.54E-06	2.27E-05	8.63E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	8.63E-05	0.000127124	9.08E-05	0	9.08E-05	0.000835388	0	8.63E-05	1.82E-05	8.17E-05	1.36E-05	1.82E-05	9.99E-05	5.90E-05	5.90E-05	4.54E-06	0.000231548	0.000113504
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	2.72E-05	4.54E-06	0.00029511	0.000358672	0.000930731	0.000140745	0.00031327	2.72E-05	0	5.90E-05	1.82E-05	0	0	0	9.08E-06	9.08E-06	4.54E-06	0.000122584
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.007037234	0.005493582	0.002873915	0.000667402	0.002592426	0.000472176	0.000817227	0.002129331	0.001766119	0.001125957	0.000531198	0.000849008	0.005193933	0.001693476	0.001634454	0.002129331	0.001371126	0.004376705
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14	0.002465302	0.002002207	0.001130498	0.000267869	0.000953432	0.000140745	0.000454015	0.000385913	0.001534571	0.000390453	0.000227008	0.00029057	0.001434688	0.000581139	0.000640161	0.000572059	0.00030873	0.00151187
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	0.001661695	0.000721884	0.001539111	0.001489169	0.000531198	0.000326891	0.000390453	0.005171232	0.000322351	0.000149825	0.000167986	0.000154365	0.0005993	0.000181606	0.000404073	0.00149825	0.004276822	0.000803607
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	0	0	9.08E-06	0	9.08E-06	1.36E-05	0	9.08E-06	0	9.08E-06	0	0	3.63E-05	9.99E-05	0	0	4.54E-06	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Tremblayales	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0	0	0
