Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__	0.001171359	0.001030614	0.001679856	0.000957972	0.001979506	0.001007913	0.002129331	0.000717344	0.000258789	0.000272409	0.001761579	0.000272409	0.003840968	0.000463095	0.000522117	0.001148658	0.00121222	0.001125957
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__;g__	0	0	0	0	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	0	0	9.08E-06	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__	0.000930731	0.000730964	0.001902323	0.001289403	0.00030873	0.001389286	0.001171359	0.00179336	0.000186146	0.000231548	0.00149371	0.000172526	0.00029965	0.000921651	0.001085096	0.001175899	0.002188353	0.000885329
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;Other;Other	4.09E-05	4.54E-05	0	4.54E-06	0	0	4.54E-06	1.82E-05	0	0	0	0	0	0	0	0	4.54E-06	4.54E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__	9.08E-06	0	4.54E-06	0	0	4.54E-06	0	0.000136205	0	0	4.54E-06	4.09E-05	1.36E-05	9.08E-06	2.27E-05	4.54E-06	0.000163445	9.08E-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__	2.72E-05	0.000263329	0.000195226	2.27E-05	0.000145285	4.54E-06	1.82E-05	0.00029965	8.17E-05	4.99E-05	1.82E-05	3.18E-05	4.09E-05	4.09E-05	1.82E-05	2.27E-05	0.000349592	0.000154365
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	9.53E-05	6.81E-05	4.99E-05	4.54E-06	4.99E-05	0	1.82E-05	9.08E-05	2.72E-05	2.27E-05	4.54E-06	0	0	0	1.36E-05	6.81E-05	8.17E-05	3.18E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__	0.000181606	0.000208847	0.000885329	0.000926191	0.000626541	0.001112337	0.001348425	0.000526657	3.18E-05	3.63E-05	3.63E-05	0	9.08E-05	2.72E-05	4.09E-05	4.54E-05	0.000494876	0.00089441
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__;g__	0.001175899	0.000985213	0.000558439	0.000149825	0.000481256	5.90E-05	0.000204307	0.003781946	0.000494876	0.000213387	0.000136205	0.000167986	0.000708264	0.000349592	0.000426774	0.000267869	0.004190559	0.000862629
k__Bacteria;p__LCP-89;c__;o__;f__;g__	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__LD1;c__;o__;f__;g__	0	0	4.54E-06	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	1.36E-05
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales;f__Arctic95B-10;g__	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Lentisphaerales;f__Lentisphaeraceae;g__Lentisphaera	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__MVS-104;c__;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0
k__Bacteria;p__NC10;c__12-24;Other;Other;Other	0	9.08E-06	4.54E-06	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	3.63E-05	0	9.08E-06	0	0
k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__;g__	0.000118044	0.000136205	0.000140745	2.27E-05	0.000104423	2.27E-05	1.82E-05	2.72E-05	6.36E-05	1.36E-05	4.54E-06	1.82E-05	8.63E-05	4.54E-05	8.17E-05	2.72E-05	1.36E-05	0.000131664
k__Bacteria;p__NC10;c__wb1-A12;o__;f__;g__	1.82E-05	0	2.72E-05	0	0	0	9.08E-06	0	1.36E-05	0	0	0	4.54E-06	0	4.54E-06	0	4.54E-06	1.82E-05
k__Bacteria;p__NKB19;c__;o__;f__;g__	2.27E-05	2.27E-05	1.82E-05	0	1.82E-05	0	0	4.54E-05	4.54E-05	2.27E-05	4.54E-06	1.36E-05	8.63E-05	0	1.36E-05	2.27E-05	4.54E-06	2.27E-05
k__Bacteria;p__NKB19;c__TSBW08;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	9.08E-06
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__;g__	0.000104423	2.72E-05	0.000562979	9.53E-05	0.002633287	0.000335971	0.000926191	0.000622001	0	0	1.82E-05	0.000435854	0.001330264	0.007132577	0.000644701	0.003355171	0.00031327	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__	0.000449475	0.000408614	0.000213387	6.81E-05	0.000245168	3.18E-05	4.54E-05	0.003772865	0.000190686	0.000131664	4.09E-05	4.99E-05	0.005502663	0.000131664	0.000131664	0.000558439	0.001475549	0.00030419
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29;g__	0	0	0	0	0	0	0	4.54E-05	0	0	0	0	0	0	0	0	9.08E-06	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW;g__4-29	0.003218967	0.002896616	0.001175899	0.000345051	0.001766119	0.000195226	0.000408614	0.000372292	0.000876249	0.000730964	0.000272409	0.00059476	0.001866002	0.001130498	0.001121417	0.000780906	0.000390453	0.00151187
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;Other	0	0	9.08E-06	0	9.08E-06	0	0	6.81E-05	9.08E-06	0	0	0	5.90E-05	4.54E-05	0	3.63E-05	9.08E-06	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__	0.000199767	0.000254248	0.000127124	1.82E-05	0.000190686	7.26E-05	0.002224674	0.00031327	0.004485669	4.54E-05	2.72E-05	0.001125957	0.002528864	0.001094176	0.000967052	0.001157738	0.000154365	0.000108964
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__JG37-AG-70	0	0	0	0.000149825	0	2.72E-05	0.000186146	8.63E-05	0	0	0	0	0	0	0	0	0.000245168	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0.010605792	0.010946304	0.004785319	0.001144118	0.005470882	0.001030614	0.001452848	0.026360116	0.003732004	0.002483463	0.000826307	0.001457388	0.024584917	0.006251788	0.005738751	0.005847714	0.01295759	0.007173438
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae];g__	0.000231548	0.000190686	0.000780906	9.53E-05	0.000204307	0	4.54E-05	0.000644701	5.90E-05	3.63E-05	9.08E-06	4.54E-06	0.000108964	3.63E-05	4.09E-05	1.36E-05	0.000699183	0.000367752
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae];g__Leptospirillum	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__	4.09E-05	6.81E-05	0	4.54E-06	2.72E-05	1.82E-05	0	0	1.82E-05	1.82E-05	4.54E-06	0	4.54E-05	0	4.54E-06	4.54E-06	0	6.81E-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__BD2-6	3.63E-05	0	0	0	0	0	0	0	0	9.08E-06	4.54E-06	0	0	1.36E-05	1.82E-05	0	9.08E-06	2.72E-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__GOUTA19	0.000803607	0.001175899	0.000404073	4.99E-05	0.000449475	7.26E-05	0.000181606	0.000163445	0.000326891	0.000222467	9.53E-05	0.000122584	0.000771826	0.000435854	0.000349592	0.000167986	0.000149825	0.000681023
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__LCP-6	0	3.18E-05	4.54E-06	0	4.54E-06	4.54E-06	0	9.08E-06	0	0	0	0	1.82E-05	0	4.54E-06	0	1.36E-05	0
k__Bacteria;p__OD1;c__;o__;f__;g__	6.36E-05	9.53E-05	0.000367752	0.000626541	0.000149825	0.000204307	0.000281489	0.000254248	9.08E-06	0	3.63E-05	4.54E-06	0.000118044	4.54E-05	4.99E-05	8.17E-05	0.000122584	0.000145285
k__Bacteria;p__OD1;c__ABY1;o__;f__;g__	5.90E-05	3.18E-05	0.000158905	3.18E-05	9.08E-05	9.08E-06	0.000199767	0.000372292	0	4.54E-06	0	1.36E-05	0.000240628	5.45E-05	2.27E-05	1.36E-05	8.17E-05	4.54E-05
k__Bacteria;p__OD1;c__Mb-NB09;o__;f__;g__	5.45E-05	4.99E-05	0	0.000122584	1.82E-05	0	0	0.00118952	1.36E-05	9.08E-06	4.54E-06	9.08E-06	0.000154365	0	5.90E-05	0.00030419	5.90E-05	0.000104423
k__Bacteria;p__OD1;c__ZB2;o__;f__;g__	0.000444935	0.000108964	0.000422234	0.001080556	0.000426774	0.000136205	0.001825141	0.000549358	4.54E-05	4.99E-05	0.000717344	7.26E-05	0.00029965	0.000272409	0.000254248	0.001675316	0.00030419	0.000240628
k__Bacteria;p__OP11;c__;o__;f__;g__	5.90E-05	9.08E-06	1.82E-05	4.54E-06	9.08E-06	4.54E-06	9.08E-06	2.27E-05	4.54E-06	0	0	4.54E-06	9.99E-05	1.36E-05	9.08E-06	4.09E-05	1.36E-05	0
k__Bacteria;p__OP11;c__OP11-3;o__;f__;g__	9.08E-06	0.000104423	0	4.54E-06	4.54E-06	9.08E-06	1.36E-05	1.36E-05	9.08E-06	2.72E-05	4.54E-06	9.08E-06	1.82E-05	1.36E-05	1.82E-05	9.08E-06	0	9.08E-06
k__Bacteria;p__OP11;c__OP11-4;o__;f__;g__	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__K2-4-19;f__;g__	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	1.82E-05	1.36E-05	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__d153;f__;g__	2.27E-05	2.72E-05	0	0	0	0	0	2.72E-05	3.18E-05	0	0	0	4.54E-06	0	4.54E-06	0	0	0
k__Bacteria;p__OP3;c__;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	3.63E-05	0	0	0	0	0	0
k__Bacteria;p__OP3;c__BD4-9;o__;f__;g__	4.99E-05	9.08E-06	0	4.54E-06	4.09E-05	0	0	0	1.36E-05	4.54E-06	0	0	1.36E-05	0	9.08E-06	0	0	0
k__Bacteria;p__OP3;c__PBS-25;o__;f__;g__	0.000131664	0.000136205	5.90E-05	0.000826307	2.27E-05	2.72E-05	0.000236088	0.000136205	3.63E-05	3.18E-05	0	4.54E-06	0.000213387	0	4.99E-05	6.81E-05	8.63E-05	1.82E-05
k__Bacteria;p__OP3;c__koll11;o__;f__;g__	0.000236088	0.000467636	9.53E-05	0.000199767	0.000204307	0	0.000236088	0.000835388	0.000204307	5.45E-05	3.18E-05	2.27E-05	9.08E-05	4.54E-05	0.000140745	0.000122584	0.000258789	0.000158905
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__;g__	0	2.72E-05	0	0	1.82E-05	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__kpj58rc;g__	2.27E-05	1.36E-05	7.26E-05	6.81E-05	0.000204307	0	0.000249708	5.90E-05	0	0	5.90E-05	9.08E-06	1.36E-05	9.08E-06	4.54E-06	0	9.08E-06	0.000145285
k__Bacteria;p__OctSpA1-106;c__;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0.000254248	0	1.36E-05	0	0	0
k__Bacteria;p__PAUC34f;c__;o__;f__;g__	4.54E-06	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Planctomycetes;Other;Other;Other;Other	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__;o__;f__;g__	0.000281489	0.000240628	9.99E-05	1.82E-05	6.36E-05	4.99E-05	1.82E-05	0.001148658	8.63E-05	4.54E-05	1.82E-05	3.63E-05	0.000177066	0.000113504	4.54E-05	3.63E-05	0.000231548	0.000104423
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__;g__	3.18E-05	9.08E-06	0	0	3.18E-05	9.08E-06	1.36E-05	0.000122584	0	0	0	1.82E-05	2.27E-05	9.08E-06	0	4.54E-06	0.000190686	2.27E-05
k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__	0.001098716	0.000413154	0.000640161	0.000935271	0.000186146	0.000649242	0.002388119	0.000885329	6.81E-05	1.36E-05	0.000876249	0.000517577	0.000948892	0.000258789	0.000281489	0.000871709	0.000444935	0.000222467
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__;g__	0.000136205	5.90E-05	2.72E-05	4.54E-06	0.000113504	1.36E-05	4.54E-06	0.000535738	2.27E-05	5.90E-05	4.54E-06	4.54E-06	8.17E-05	4.09E-05	1.82E-05	5.45E-05	0.000213387	8.63E-05
k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__;g__	9.08E-05	7.26E-05	1.36E-05	0	5.45E-05	1.36E-05	1.82E-05	0.000131664	0	9.08E-06	1.82E-05	1.82E-05	3.63E-05	4.99E-05	4.09E-05	3.18E-05	0.000118044	0.000104423
k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__;g__	0.000227008	0.000363212	0.000240628	4.54E-05	0.000167986	9.08E-06	6.36E-05	8.17E-05	0.000127124	9.08E-05	1.82E-05	4.54E-05	0.000249708	9.99E-05	0.000108964	0.000118044	4.54E-05	0.000217927
k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__	0	0	4.54E-06	4.54E-06	0	0	0	0.000426774	0	1.82E-05	0	4.54E-06	2.27E-05	0	0	0	0.000104423	1.82E-05
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__	0.000440395	0.000340511	0.000317811	3.63E-05	0.00031327	1.36E-05	4.54E-05	0.001725257	0.000122584	8.63E-05	5.45E-05	1.82E-05	0.000322351	0.000136205	0.000136205	9.08E-05	0.000549358	0.000227008
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__;g__	0.000544818	0.000431314	0.000249708	3.63E-05	0.000281489	4.99E-05	6.36E-05	0.002987419	0.000199767	4.99E-05	3.63E-05	7.72E-05	0.000399533	0.000217927	0.000190686	0.000149825	0.001875082	0.000363212
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other;Other;Other	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__;g__	0.000653782	0.000635621	0.000372292	7.72E-05	0.000435854	8.63E-05	0.000104423	0.000118044	0.000426774	0.000163445	6.36E-05	9.53E-05	0.000767285	0.000254248	0.000181606	0.00028603	5.45E-05	0.00029965
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__C86;f__;g__	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__;g__	2.27E-05	0.000113504	5.90E-05	0	3.63E-05	4.54E-06	3.63E-05	0.000849008	4.54E-05	5.45E-05	9.08E-06	3.63E-05	0.000199767	1.82E-05	2.72E-05	2.27E-05	9.53E-05	4.54E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3;f__;g__	0.000167986	0.000145285	0.000199767	0.000345051	0.000127124	6.36E-05	0.000118044	0.000199767	5.90E-05	2.72E-05	0.000263329	4.54E-05	5.45E-05	0.000240628	9.08E-05	0.000131664	0.000227008	0.000490336
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MBMPE71;f__;g__	0	0	0	9.08E-06	0	0	0	0	4.54E-06	0	0	1.36E-05	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__	0.000817227	0.000708264	0.000267869	9.53E-05	0.000463095	7.26E-05	0.000104423	0.000167986	0.00029057	0.000195226	8.63E-05	0.000204307	0.000658322	0.00029057	0.000167986	0.000267869	9.53E-05	0.000576599
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;Other;Other	0	0	0	0	0	0	4.54E-06	0	0	0	0	4.54E-06	0	0	0	4.54E-06	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__	0.000780906	0.000785446	0.000585679	0.000158905	0.000431314	8.17E-05	0.000345051	0.002424441	0.000213387	7.26E-05	0.000113504	6.36E-05	0.002846675	0.000222467	0.000208847	0.000118044	0.001607213	0.000681023
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__	5.45E-05	9.08E-05	4.99E-05	9.08E-06	1.82E-05	4.54E-06	2.72E-05	0.000108964	3.18E-05	9.08E-06	0	4.54E-06	8.63E-05	1.82E-05	2.72E-05	4.54E-06	9.99E-05	6.36E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__;g__	0.000249708	0.000254248	0.000167986	2.72E-05	0.000190686	4.54E-06	4.99E-05	0.000535738	4.54E-05	8.63E-05	4.09E-05	1.82E-05	0.000131664	5.45E-05	9.08E-05	9.99E-05	0.000381373	0.000149825
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__;g__	3.18E-05	4.99E-05	1.36E-05	0	3.63E-05	0	4.54E-06	0.000744585	3.18E-05	0	0	1.82E-05	0	9.08E-06	2.27E-05	2.27E-05	0.00028603	3.18E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHA-43;f__;g__	0	9.08E-06	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	1.36E-05	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHUX583;f__;g__	0	0	1.82E-05	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	5.45E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__	0.00513037	0.005243874	0.008467381	0.00330069	0.006964591	0.00271047	0.004658195	0.006651321	0.001321184	0.001330264	0.006260868	0.00061292	0.004567392	0.00272409	0.001861462	0.003949931	0.012222086	0.008412899
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__;g__	0.000249708	7.72E-05	7.26E-05	2.72E-05	5.45E-05	9.08E-06	1.36E-05	0.000127124	5.45E-05	4.54E-05	9.08E-06	1.82E-05	0.000558439	5.45E-05	7.26E-05	2.72E-05	0.000381373	0.000163445
k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__;g__	0.000149825	0.000104423	5.90E-05	2.72E-05	0.000108964	1.82E-05	4.09E-05	0.00121222	5.45E-05	3.18E-05	9.08E-06	2.72E-05	0.000140745	4.54E-05	5.90E-05	5.45E-05	0.000122584	0.00031327
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__;g__	0.000631081	0.000322351	0.001711637	0.000830848	0.000440395	0.000181606	0.000862629	0.001961345	5.90E-05	7.26E-05	0.000454015	0.000181606	0.001071476	5.90E-05	0.000154365	0.000263329	0.000322351	0.000385913
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	4.54E-05	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;Other	5.45E-05	0	0	0.000167986	0	5.45E-05	0	0	0	0	0	0	0	0	0	0	0.000104423	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__	0.007922563	0.010147237	0.018632779	0.013080175	0.008054228	0.022337542	0.007377745	0.015159564	0.008376578	0.003364252	0.009902069	0.002478922	0.007936184	0.009606959	0.005661568	0.011631866	0.021483994	0.015114162
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	0.00240174	0.003060062	0.0017979	0.000780906	0.001634454	0.004422107	0.001788819	0.002179272	8.17E-05	4.09E-05	0.001856922	0.00151187	0.000671942	0.000585679	0.000558439	0.001007913	0.003482296	0.001443768
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__	3.63E-05	0.000562979	4.54E-06	2.72E-05	4.09E-05	1.82E-05	9.08E-06	0.000131664	0	9.08E-06	2.27E-05	3.18E-05	2.27E-05	3.63E-05	0	1.36E-05	0.000145285	1.82E-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;Other	4.54E-06	0	9.08E-06	0	0	0	0	4.54E-06	0	0	0	0	0	0	1.82E-05	4.54E-06	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__	0.000871709	0.000926191	0.001180439	0.000785446	0.001593593	0.001325724	0.000581139	0.004558311	0.00029057	0.000122584	0.000744585	0.000140745	0.000535738	0.000335971	0.000485796	0.001530031	0.005016867	0.001257622
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__A17	0.000163445	9.53E-05	0.000181606	0.000231548	0.000145285	0.000485796	0.000131664	0.001180439	1.82E-05	2.72E-05	0.000413154	1.36E-05	8.63E-05	4.54E-05	8.17E-05	0.000177066	0.000749125	0.000276949
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula	7.26E-05	5.45E-05	0.000149825	1.82E-05	7.72E-05	0	3.63E-05	0.00181152	9.99E-05	3.18E-05	1.82E-05	9.08E-06	0.000331431	8.17E-05	0.000177066	0.000404073	0.001970425	3.18E-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces	0.001566352	0.001543651	0.002079389	0.003704763	0.004258661	0.003205346	0.005802313	0.003196266	2.27E-05	6.36E-05	0.001570892	6.36E-05	0.000694643	9.08E-05	0.000335971	0.000335971	0.003405113	0.002315477
k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales;f__Brocadiaceae;g__Candidatus Scalindua	0	1.36E-05	0	0	0	0	4.54E-06	4.54E-06	4.54E-06	0	0	4.54E-06	0	1.82E-05	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__;g__	0.000222467	0.00030873	0.000190686	9.08E-05	0.000136205	0.000181606	0.000222467	8.17E-05	4.54E-05	9.08E-06	0.000231548	6.36E-05	0.000177066	7.26E-05	0.000113504	5.45E-05	0.000136205	0.000227008
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PHOS-HE93;f__;g__	1.82E-05	0	6.36E-05	0	9.08E-06	0	0	0	9.08E-06	0	0	4.54E-06	3.63E-05	1.36E-05	1.82E-05	7.72E-05	0	4.54E-06
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PeHg47;f__;g__	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01;f__;g__	6.36E-05	2.27E-05	0.000712804	0.000358672	0.000154365	0.000104423	0.000481256	0.000390453	9.08E-06	0	0.000390453	4.09E-05	2.72E-05	2.27E-05	4.54E-05	0.000158905	0.000208847	7.26E-05
k__Bacteria;p__Proteobacteria;Other;Other;Other;Other	4.99E-05	8.17E-05	5.90E-05	2.72E-05	9.99E-05	1.82E-05	1.36E-05	3.63E-05	4.99E-05	9.08E-06	1.36E-05	0	0.000122584	5.90E-05	3.18E-05	5.90E-05	4.99E-05	7.26E-05
k__Bacteria;p__Proteobacteria;c__;o__;f__;g__	0.000131664	0.002683229	3.18E-05	0	0.000957972	0	0	0.00392269	1.36E-05	0	4.54E-06	0	0.002973799	9.08E-06	3.63E-05	0.01685758	0.00091711	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other;Other	0.000780906	0.000567519	0.000562979	0.000808147	0.000349592	0.000830848	0.003200806	0.001234921	2.27E-05	3.18E-05	0.000454015	0.000535738	8.17E-05	6.36E-05	8.17E-05	0.00030419	0.000467636	0.000199767
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	0.002138411	0.002029447	0.007277862	0.006052021	0.007436767	0.005538984	0.014006365	0.001861462	0.000513037	0.000122584	0.011985998	0.001452848	0.000522117	0.000953432	0.001125957	0.002583346	0.001130498	0.003423274
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__	0.000149825	0.000213387	0.000227008	0.00031327	0.000208847	0.000154365	0.000508497	0.000499417	5.90E-05	2.72E-05	0.000245168	7.26E-05	0.000522117	0.000177066	0.000163445	0.000190686	0.000136205	0.000281489
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;Other	8.17E-05	3.18E-05	5.45E-05	3.18E-05	9.08E-06	3.18E-05	1.82E-05	9.08E-06	0	0	6.36E-05	4.54E-06	2.27E-05	1.36E-05	9.08E-06	1.36E-05	4.54E-06	4.54E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	0.003863668	0.003981712	0.002324557	0.002551565	0.002052148	0.002742251	0.005271115	0.000181606	0.000118044	0.00151187	0.004108836	0.000340511	0.000349592	0.000435854	0.000408614	0.000858089	0.000744585	0.003441434
